ds,yhat
2014-08-07,15.731594499138566
2014-08-08,29.14696357921877
2014-08-09,82.53626715578953
2014-08-10,39.30401904717637
2014-08-11,13.441651789215697
2014-08-12,13.477621130021618
2014-08-13,40.260330183385165
2014-08-14,27.50148858487485
2014-08-15,42.2230886848631
2014-08-16,96.63809648998097
2014-08-17,54.13442577394173
2014-08-18,28.694857675491242
2014-08-19,28.847337929814444
2014-08-20,55.44786273381499
2014-08-21,42.22357015157189
2014-08-22,56.21922716467603
2014-08-23,109.67722443949542
2014-08-24,66.02066746776428
2014-08-26,38.00338573196968
2014-08-27,63.11580213765945
2014-08-28,48.38331836678783
2014-08-29,60.89696741775663
2014-08-30,112.94365474855404
2014-08-31,67.98796697110343
2014-09-01,40.089857552283604
2014-09-02,37.85270631577097
2014-09-03,62.20402853507324
2014-09-04,46.94884490566274
2014-09-05,59.17730567314125
2014-09-06,111.18004821309998
2014-09-07,66.41761147820432
2014-09-08,38.93829104987088
2014-09-09,37.326595927743874
2014-09-10,62.48457186921912
2014-09-11,48.173653964655685
2014-09-12,61.46027496648833
2014-09-13,114.59536740096254
2014-09-14,70.99736284403471
2014-09-15,44.67137925831781
2014-09-16,44.159049859145625
2014-09-17,70.32121794976106
2014-09-18,56.88111974373961
2014-09-19,70.87124190319106
2014-09-20,124.51395403759172
2014-09-21,81.20548487314551
2014-09-22,54.935902427165104
2014-09-23,54.23952612611763
2014-09-24,79.9779755607428
2014-09-25,65.88346456808546
2014-09-26,79.00552087662354
2014-09-27,131.5912321750738
2014-09-28,87.0685950729771
2014-09-29,59.46564206082287
2014-09-30,57.359795840937956
2014-10-01,81.65968329509428
2014-10-02,66.14705077539972
2014-10-03,77.92199851981495
2014-10-04,129.2912208384787
2014-10-05,83.72114884147331
2014-10-06,55.2841622559169
2014-10-07,52.596918028415686
2014-10-08,76.60079496907369
2014-10-09,61.102592730979396
2014-10-10,73.21874059483329
2014-10-11,125.2531910249781
2014-10-12,80.67864538030481
2014-10-13,53.55385259348777
2014-10-14,52.4714888052875
2014-10-15,78.3389000228045
2014-10-16,64.91938898887717
2014-10-17,79.27729203118807
2014-10-18,133.65700338563337
2014-10-19,91.46556948925934
2014-10-20,66.69156233407949
2014-10-21,67.8547020578442
2014-10-22,95.78846787464596
2014-10-23,84.18333149212441
2014-10-24,100.03380885309141
2014-10-25,155.51943616853885
2014-10-26,113.98924094724771
2014-10-27,89.38236642053968
2014-10-28,90.17927128967256
2014-10-29,117.18569938567289
2014-10-30,104.07701381834673
2014-10-31,117.84605791829863
2014-11-01,170.68462237943544
2014-11-02,125.96807050211686
2014-11-03,97.70297151568718
2014-11-04,94.3961517763565
2014-11-05,116.91938615666555
2014-11-06,99.02531931857669
2014-11-07,107.79381376343741
2014-11-08,155.5116341689756
2014-11-09,105.65505927458588
2014-11-10,72.30811485483864
2014-11-11,64.11089873243522
2014-11-12,82.0402542284829
2014-11-13,59.95045981337348
2014-11-14,65.01718010470442
2014-11-15,109.61484814545203
2014-11-16,57.29712688423896
2014-11-17,22.213196950299547
2014-11-18,13.054390761715467
2014-11-19,30.833472754512947
2014-11-20,9.424270071944562
2014-11-21,16.004927681214134
2014-11-22,62.93497816833565
2014-11-23,13.735885389753072
2014-11-24,-17.492189047012765
2014-11-25,-22.122884030928844
2014-11-26,0.7768809355679451
2014-11-27,-15.011877812098568
2014-11-28,-2.41505538583813
2014-11-29,50.81377902273776
2014-11-30,8.076314887844717
2014-12-01,-16.65117647198187
2014-12-02,-14.86767392196262
2014-12-03,14.281255330353432
2014-12-04,4.411092124796745
2014-12-05,22.482424954934977
2014-12-06,80.63724963390013
2014-12-07,42.18419785237828
2014-12-08,21.01990956765404
2014-12-09,25.58095624171697
2014-12-10,56.62849634731364
2014-12-11,47.79324653982576
2014-12-12,66.02392178501901
2014-12-13,123.46921710604997
2014-12-14,83.46287840261033
2014-12-15,59.944508065021125
2014-12-16,61.410525483140674
2014-12-17,88.69748603191073
2014-12-18,75.52537261706178
2014-12-19,88.94405154706892
2014-12-20,141.213010721996
2014-12-21,95.78397869800426
2014-12-22,66.7191260220303
2014-12-23,62.6393278566916
2014-12-24,84.50475227347002
2014-12-25,66.15544955974757
2014-12-26,74.75519460662215
2014-12-27,122.66875834741128
2014-12-28,73.44226113027877
2014-12-29,41.219358883199206
2014-12-30,34.687784592757794
2014-12-31,54.85854607013165
2015-01-01,35.605484257452694
2015-01-02,44.13373356517309
2015-01-03,92.7809282046134
2015-01-04,45.07349840924131
2015-01-05,15.118113717231907
2015-01-06,11.549125394055395
2015-01-07,35.309017551890335
2015-01-08,20.189540956876435
2015-01-09,33.27676510021337
2015-01-10,86.83019336322663
2015-01-11,44.26554923651645
2015-01-12,19.573926864485678
2015-01-13,21.27175961981022
2015-01-14,50.18382928431592
2015-01-15,39.98693395373352
2015-01-16,57.65739550793597
2015-01-17,115.3524990816586
2015-01-18,76.39542355342314
2015-01-19,54.696311879443336
2015-01-20,58.70389593679345
2015-01-21,89.18986559345944
2015-01-22,79.79357408631948
2015-01-23,97.47024179162426
2015-01-24,154.3727396538426
2015-01-25,113.83650783189037
2015-01-26,89.80026260695844
2015-01-27,90.75691788813779
2015-01-28,117.53692980314746
2015-01-29,103.85168179956835
2015-01-30,116.74010361229168
2015-01-31,168.44864179821235
2015-02-01,122.41418829218426
2015-02-02,92.682613351499
2015-02-03,87.85747725739135
2015-02-04,108.88107553656717
2015-02-05,89.57553405762377
2015-02-06,97.08718466389465
2015-02-07,143.76438482785127
2015-02-08,93.1384208123377
2015-02-09,59.34023121594658
2015-02-10,51.04745923948125
2015-02-11,69.26412063304375
2015-02-12,47.86057813266883
2015-02-13,54.017082591398626
2015-02-14,100.10105754551289
2015-02-15,49.64777366598626
2015-02-16,16.777150611051418
2015-02-17,10.141189031369002
2015-02-18,30.70430809947422
2015-02-19,12.284262121122644
2015-02-20,21.996873955517422
2015-02-21,72.13473483620767
2015-02-22,26.149485818360084
2015-02-23,-1.9296162202505656
2015-02-24,-3.5463825017995987
2015-02-25,22.16461009319483
2015-02-26,8.920941239957301
2015-02-27,23.73908648070868
2015-02-28,78.81508334813566
2015-03-01,37.5087009589342
2015-03-02,13.76377945683545
2015-03-03,16.05918479075602
2015-03-04,45.1925156024101
2015-03-05,34.824306958938855
2015-03-06,51.925767934063934
2015-03-07,108.66021410005918
2015-03-08,68.36774512342171
2015-03-09,44.985826325411466
2015-03-10,47.000203628239205
2015-03-11,75.2283606102971
2015-03-12,63.363132505341454
2015-03-13,78.41966513556908
2015-03-14,132.61582848837728
2015-03-15,89.35567082177613
2015-03-16,62.64859788361963
2015-03-17,61.05873567921867
2015-03-18,85.48671727583856
2015-03-19,69.71154235495348
2015-03-20,80.83573285983736
2015-03-21,131.163930592082
2015-03-22,84.18455890508157
2015-03-23,53.98726875341149
2015-03-24,49.21066195653426
2015-03-25,70.82256467564902
2015-03-26,52.660529795763225
2015-03-27,61.87581843416153
2015-03-28,110.8110296857846
2015-03-29,62.98101993168751
2015-03-30,32.48984669193668
2015-03-31,27.97823986088367
2015-04-01,50.40387833150986
2015-04-02,33.58215062680106
2015-04-03,44.630644658277404
2015-04-04,95.84752540205253
2015-04-05,50.693426903430634
2015-04-06,23.209573904305557
2015-04-07,21.96661208057383
2015-04-08,47.84639726626298
2015-04-09,34.5843913983714
2015-04-10,49.21587668101197
2015-04-11,103.95611132405045
2015-04-12,62.184016266879716
2015-04-13,37.86207080520423
2015-04-14,39.48685884838811
2015-04-15,67.87247989207364
2015-04-16,56.69443785828105
2015-04-17,72.93718716852507
2015-04-18,128.77543040631835
2015-04-19,87.55873175203568
2015-04-20,63.232103225685364
2015-04-21,64.28698940548344
2015-04-22,91.54485386395174
2015-04-23,78.70097513548751
2015-04-24,92.77163191892379
2015-04-25,145.9747779389183
2015-04-26,101.71378238504498
2015-04-27,73.99691017287584
2015-04-28,71.38699006898358
2015-04-29,94.78350103190448
2015-04-30,77.96471589502035
2015-05-01,88.03311696470332
2015-05-02,137.30184058113286
2015-05-03,89.2536717779438
2015-05-04,57.98149329654202
2015-05-05,52.12848916961646
2015-05-06,72.66846838772899
2015-05-07,53.44636797118134
2015-05-08,61.62218672232629
2015-05-09,109.54852124055789
2015-05-10,60.75134928681321
2015-05-11,29.346800368795776
2015-05-12,23.988422178725088
2015-05-13,45.64722740398156
2015-05-14,28.15220649938184
2015-05-15,38.63455866979969
2015-05-16,89.40580714505433
2015-05-17,43.93943194760536
2015-05-18,16.288741957140466
2015-05-19,15.035471048428178
2015-05-20,41.0713536555409
2015-05-21,28.14033154552368
2015-05-22,43.284606319558144
2015-05-23,98.72466295304322
2015-05-24,57.842854662149605
2015-05-25,34.603226863045286
2015-05-26,37.50202083444101
2015-05-27,67.35106919614772
2015-05-28,57.821693677339766
2015-05-29,75.8922813045709
2015-05-30,133.72962976332596
2015-05-31,94.6736223368283
2015-06-01,72.70363610545077
2015-06-02,76.25235342987384
2015-06-03,106.12668094443467
2015-06-04,96.00587706279886
2015-06-05,112.8888178064696
2015-06-06,168.97474975899965
2015-06-07,127.64710569451466
2015-06-08,102.89305761356536
2015-06-09,103.25325657340706
2015-06-10,129.60399179752213
2015-06-11,115.6994110336127
2015-06-12,128.61702015058876
2015-06-13,180.63660394671194
2015-06-14,135.22218790325877
2015-06-15,106.43976015765259
2015-06-16,102.90524686863266
2015-06-17,125.56501542113536
2015-06-18,108.2365865325657
2015-06-19,118.05280851354792
2015-06-20,167.33966621265438
2015-06-21,119.59736948123685
2015-06-22,88.9174594595639
2015-06-23,83.93043835029101
2015-06-24,105.58620278766858
2015-06-25,87.69496057006711
2015-06-26,97.37187581315521
2015-06-27,146.9156001886613
2015-06-28,99.79031395290303
2015-06-29,70.04398822372131
2015-06-30,66.25734233835799
2015-07-01,89.3337101534523
2015-07-02,73.01760706954374
2015-07-03,84.36489897401444
2015-07-04,135.61499070481028
2015-07-05,90.17446399422728
2015-07-06,62.0368651816252
2015-07-07,59.73307729562687
2015-07-08,84.11448458106935
2015-07-09,68.89653812028878
2015-07-10,81.10589924821282
2015-07-11,132.9612545959222
2015-07-12,87.85736881586209
2015-07-13,59.785036453048605
2015-07-14,57.28136572984205
2015-07-15,81.21260726212147
2015-07-16,65.31714790152441
2015-07-17,76.65186422403065
2015-07-18,127.47195308430692
2015-07-19,81.21383397824769
2015-07-20,51.913817688520865
2015-07-21,48.157010386912866
2015-07-22,70.85870503271491
2015-07-23,53.8059204223553
2015-07-24,64.10232282442811
2015-07-25,114.04668718046346
2015-07-26,67.1145302515637
2015-07-27,37.375644872881566
2015-07-28,33.44203529812377
2015-07-29,56.2485315563612
2015-07-30,39.59482942797344
2015-07-31,50.586877796374985
2015-08-01,101.51843445562317
2015-08-02,55.85176878107001
2015-08-03,27.635563479122922
2015-08-04,25.453438551457403
2015-08-05,50.20535800503798
2015-08-06,35.649577319206706
2015-08-07,48.84835330917892
2015-08-08,102.04754953508339
2015-08-09,58.65973594763817
2015-08-10,32.68346936076748
2015-08-11,32.653204468717895
2015-08-12,59.42205681266246
2015-08-13,46.70503752235745
2015-08-14,61.52594531523646
2015-08-15,116.09801576400358
2015-08-16,73.80789735089019
2015-08-17,48.635616488449536
2015-08-18,49.10496227837565
2015-08-19,76.06649944378762
2015-08-20,63.2408226507104
2015-08-21,77.6652376152263
2015-08-22,131.5739754725571
2015-08-23,88.3815227374164
2015-08-24,62.10174785475851
2015-08-25,61.297279396585566
2015-08-26,86.86137341464614
2015-08-27,72.55991620571325
2015-08-28,85.4767839661156
2015-08-29,137.89345814624758
2015-08-30,93.26874667284433
2015-08-31,65.65887329827453
2015-09-01,63.664885330202864
2015-09-02,88.21342369169864
2015-09-03,73.09777921770774
2015-09-04,85.42248427856971
2015-09-05,137.4816068360034
2015-09-06,92.74038510466903
2015-09-07,65.2529332469797
2015-09-08,63.610514762347634
2015-09-09,88.72265362512582
2015-09-10,74.35875197074108
2015-09-11,87.59344764964753
2015-09-12,140.6858569889913
2015-09-13,97.06231375191611
2015-09-14,70.73530288026468
2015-09-15,70.25305005408494
2015-09-16,96.48199870782132
2015-09-17,83.14980317727162
2015-09-18,97.29203059790778
2015-09-19,151.1326767743334
2015-09-20,108.06806862267109
2015-09-21,82.08681622208339
2015-09-22,81.72024383028597
2015-09-23,107.82550463592932
2015-09-24,94.12898666960498
2015-09-25,107.67318750618918
2015-09-26,160.69715475312404
2015-09-27,116.62006374742906
2015-09-28,89.46707563736601
2015-09-29,87.79954744911988
2015-09-30,112.51656031921874
2015-10-01,97.39065781181252
2015-10-02,109.51337447288824
2015-10-03,161.17421396255753
2015-10-04,115.84268853006174
2015-10-05,87.58613192899185
2015-10-06,85.01777283105886
2015-10-07,109.07733833260882
2015-10-08,93.57186518648528
2015-10-09,105.6199701013309
2015-10-10,157.5297512798751
2015-10-11,112.77996720902266
2015-10-12,85.4372336194965
2015-10-13,84.10374820536484
2015-10-14,109.69782824410592
2015-10-15,95.99494678879272
2015-10-16,110.07251898765672
2015-10-17,164.18860298382396
2015-10-18,121.76414584755095
2015-10-19,96.80149238354863
2015-10-20,97.83363632316635
2015-10-21,125.7064626744408
2015-10-22,114.1216251279586
2015-10-23,130.08326394557085
2015-10-24,185.77867945688536
2015-10-25,144.56254036491939
2015-10-26,120.3772928520152
2015-10-27,121.70419890128608
2015-10-28,149.34724140032688
2015-10-29,136.97730546994634
2015-10-30,151.58017831700994
2015-10-31,205.33806981180481
2015-11-01,161.61439350429782
2015-11-02,134.3744154829517
2015-11-03,132.1361868833733
2015-11-04,155.75395584784428
2015-11-05,138.96166210477384
2015-11-06,148.81969230984134
2015-11-07,197.59499831461224
2015-11-08,148.74415943097375
2015-11-09,116.33207152073513
2015-11-10,108.9807228723442
2015-11-11,127.65030229638128
2015-11-12,106.18029650487898
2015-11-13,111.73381178143757
2015-11-14,156.67528053168053
2015-11-15,104.55119233892928
2015-11-16,69.50658956958283
2015-11-17,60.23184195031352
2015-11-18,77.74199587562423
2015-11-19,55.91640043289075
2015-11-20,61.94188352525187
2015-11-21,108.18966952411726
2015-11-22,58.19570057548717
2015-11-23,26.077115165922322
2015-11-24,20.47940261556832
2015-11-25,42.356524022117895
2015-11-26,25.511687023079517
2015-11-27,37.042215217079686
2015-11-28,89.21771560418028
2015-11-29,45.463077769190676
2015-11-30,19.77709985880999
2015-12-01,20.682163177253017
2015-12-02,49.006997591516594
2015-12-03,38.43016479458976
2015-12-04,55.927447070819106
2015-12-05,113.65323848135426
2015-12-06,74.9254995270226
2015-12-07,53.646923664757374
2015-12-08,58.25672744456255
2015-12-09,89.51524875189658
2015-12-10,81.04893785867506
2015-12-11,99.7988941001802
2015-12-12,157.90301859910167
2015-12-13,118.6813265376307
2015-12-14,96.05705914111968
2015-12-15,98.50800843613904
2015-12-16,126.85025002120379
2015-12-17,114.78188848954876
2015-12-18,129.329996939877
2015-12-19,182.73085760213814
2015-12-20,138.4130907917505
2015-12-21,110.41636212576509
2015-12-22,107.34013571230196
2015-12-23,130.1247267871455
2015-12-24,112.59231889902756
2015-12-25,121.89118835129985
2015-12-26,170.37330360681847
2015-12-27,121.6160821991131
2015-12-28,89.71536720049073
2015-12-29,83.35550822697797
2015-12-30,103.54747906025365
2015-12-31,84.1684186276775
2016-01-01,92.404732297289
2016-01-02,140.62894393509498
2016-01-03,92.37995877338045
2016-01-04,61.77948769159131
2016-01-05,57.47914784563595
2016-01-06,80.4405259322662
2016-01-07,64.47588697019808
2016-01-08,76.69277378658262
2016-01-09,129.37265216620887
2016-01-10,85.95322002260127
2016-01-11,60.44708430232073
2016-01-12,61.39126958129549
2016-01-13,89.62979075793326
2016-01-14,78.85691717418976
2016-01-15,96.06431738576387
2016-01-16,153.42218441062835
2016-01-17,114.2639067188729
2016-01-18,92.5069387755148
2016-01-19,96.60428943184745
2016-01-20,127.32882010143857
2016-01-21,118.31794558121327
2016-01-22,136.521898949383
2016-01-23,194.08563975347488
2016-01-24,154.3339576701281
2016-01-25,131.19242005794806
2016-01-26,133.2143264384837
2016-01-27,161.13715953674836
2016-01-28,148.65356706533893
2016-01-29,162.78263515374053
2016-01-30,215.7502746359479
2016-01-31,170.97256517391043
2016-02-01,142.47474538122327
2016-02-02,138.840312910575
2016-02-03,160.99248225343186
2016-02-04,142.73565774142844
2016-02-05,151.2001551038598
2016-02-06,198.7203283798686
2016-02-07,148.81573587987495
2016-02-08,115.60807728892777
2016-02-09,107.76840653745967
2016-02-10,126.29690483420973
2016-02-11,105.06290326838851
2016-02-12,111.24841496290118
2016-02-13,157.22535445882573
2016-02-14,106.53609283582537
2016-02-15,73.31008920455616
2016-02-16,66.21110541341791
2016-02-17,86.21728431928686
2016-02-18,67.16177091455674
2016-02-19,76.1771204175578
2016-02-20,125.57364979140272
2016-02-21,78.82135515678307
2016-02-22,49.968105467715844
2016-02-23,47.58858547951388
2016-02-24,72.56623171613901
2016-02-25,58.63580203461828
2016-02-26,72.82978293810478
2016-02-27,127.35875068493759
2016-02-28,85.59526858161365
2016-02-29,61.49399186102925
2016-03-01,63.542416057388756
2016-03-02,92.54447801128728
2016-03-03,82.16461869959983
2016-03-04,99.37548437088077
2016-03-05,156.33935857978187
2016-03-06,116.39288865947385
2016-03-07,93.46776410109942
2016-03-08,96.0417739358231
2016-03-09,124.92244867030928
2016-03-10,113.79089762676018
2016-03-11,129.64902498621365
2016-03-12,184.7002289266756
2016-03-13,142.33316390204035
2016-03-14,116.54124440695786
2016-03-15,115.87234212759921
2016-03-16,141.21091027861024
2016-03-17,126.32017710497196
2016-03-18,138.2876252605169
2016-03-19,189.40389649897938
2016-03-20,143.14473774169525
2016-03-21,113.58870315671643
2016-03-22,109.36510004456336
2016-03-23,131.434447118881
2016-03-24,113.62912021878512
2016-03-25,123.09743282620276
2016-03-26,172.1813185309221
2016-03-27,124.39725571088032
2016-03-28,93.85316929926316
2016-03-29,89.19581330199777
2016-03-30,111.39091384114317
2016-03-31,94.26375402741107
2016-04-01,104.94344924702241
2016-04-02,155.74107611144237
2016-04-03,110.13128639162186
2016-04-04,82.17012695840205
2016-04-05,80.44355087743627
2016-04-06,105.8488766014236
2016-04-07,92.13684982056911
2016-04-08,106.35752642791178
2016-04-09,160.7401068945891
2016-04-10,118.67631825216347
2016-04-11,94.14002808707227
2016-04-12,95.63753833214122
2016-04-13,123.99077842523876
2016-04-14,112.88101579869252
2016-04-15,129.29626707216568
2016-04-16,185.4125074376726
2016-04-17,144.57824458314158
2016-04-18,120.73511533834892
2016-04-19,122.3689308074832
2016-04-20,150.2933722537349
2016-04-21,138.19394352074426
2016-04-22,153.07535662962226
2016-04-23,207.1424469466293
2016-04-24,163.78418890786816
2016-04-25,136.99348081417276
2016-04-26,135.31714032583508
2016-04-27,159.63833404211363
2016-04-28,143.7190729209334
2016-04-29,154.64598049716238
2016-04-30,204.7094643376067
2016-05-01,157.38589879852788
2016-05-02,126.75552691593279
2016-05-03,121.4505637913585
2016-05-04,142.43576610472965
2016-05-05,123.54914037853459
2016-05-06,131.94603652020058
2016-05-07,179.9767944633989
2016-05-08,131.1675863066075
2016-05-09,99.63719227332848
2016-05-10,94.04421877932624
2016-05-11,115.36704397665376
2016-05-12,97.44417842557237
2016-05-13,107.41829635584077
2016-05-14,157.61410791805315
2016-05-15,111.51971094293297
2016-05-16,83.20415022576924
2016-05-17,81.26567607304656
2016-05-18,106.61296502650492
2016-05-19,93.0069625273608
2016-05-20,107.50657026298285
2016-05-21,162.34831177826885
2016-05-22,120.92957476714535
2016-05-23,97.2281156013306
2016-05-24,99.75227397444316
2016-05-25,129.3241163519459
2016-05-26,119.62312441664487
2016-05-27,137.633609370011
2016-05-28,195.52594646047095
2016-05-29,156.64119256184873
2016-05-30,134.9117412286805
2016-05-31,138.81243720457306
2016-06-01,169.14434901948175
2016-06-02,159.57880216558414
2016-06-03,177.1048467017752
2016-06-04,233.91025352303967
2016-06-05,193.36560887970376
2016-06-06,169.4441750751566
2016-06-07,170.67195924616118
2016-06-08,197.9102147441168
2016-06-09,184.89800881720456
2016-06-10,198.69806622624264
2016-06-11,251.57602252243328
2016-06-12,206.98269879292093
2016-06-13,178.9721097366943
2016-06-14,176.14969152461686
2016-06-15,199.4530180441638
2016-06-16,182.69268174131952
2016-06-17,192.99658860131112
2016-06-18,242.68783729833814
2016-06-19,195.26582613187827
2016-06-20,164.82332613903228
2016-06-21,159.99402743542973
2016-06-22,181.73284154214122
2016-06-23,163.85664330339463
2016-06-24,173.4887023782769
2016-06-25,222.93696785560115
2016-06-26,175.67583637855333
2016-06-27,145.764122557538
2016-06-28,141.7937132481335
2016-06-29,164.67115779153087
2016-06-30,148.15984277838257
2016-07-01,159.32596281598433
2016-07-02,210.41840988747487
2016-07-03,164.85216934839784
2016-07-04,136.62789871488397
2016-07-05,134.2821290287381
2016-07-06,158.67030101976889
2016-07-07,143.51024770343858
2016-07-08,155.82930187743216
2016-07-09,207.8451228432471
2016-07-10,162.94980762468413
2016-07-11,135.1299461128099
2016-07-12,132.91704968276957
2016-07-13,157.17056197221424
2016-07-14,141.62106671812134
2016-07-15,153.3168810324852
2016-07-16,204.50414473975363
2016-07-17,158.60999324249167
2016-07-18,129.66150083231682
2016-07-19,126.23485599915088
2016-07-20,149.23701307925737
2016-07-21,132.44747345145615
2016-07-22,142.96342459096965
2016-07-23,193.07838805787762
2016-07-24,146.26400376254102
2016-07-25,116.58767564245132
